state,gender,activity_code,count_distinct_person
"Tripura","male","Construction activities for the market in household enterprises",345
"Tripura","male","Commuting",1012
"Tripura","female","Growing crops and kitchen gardening, for own final use",63
"Tripura","female","Activities associated with reflecting, resting, relaxing",1236
"Tripura","female","Indoor cleaning",398
"Tripura","male","Activities associated with reflecting, resting, relaxing",1015
"Tripura","male","Transporting goods and passengers for pay or profit in household enterprises",240
"Tripura","female","Other activities related to religious practice",79
"Uttar Pradesh","female","Incidental sleep/naps",91
"Uttar Pradesh","male","Incidental sleep/naps",50
"Uttar Pradesh","female","Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household members",62
"Uttar Pradesh","female","Forestry and logging for own final use",6
"Uttar Pradesh","male","Reading and writing mail (including email)",7
"Uttar Pradesh","transgender","Personal hygiene and care",1
"Uttar Pradesh","transgender","Indoor cleaning",1
"Uttar Pradesh","female","Budgeting, planning, organizing duties and activities in the household",7
"Uttar Pradesh","male","Other unpaid work activities",10
"Uttar Pradesh","female","Breaks during working time within employment",1
"Uttar Pradesh","female","Other activities related to care of textiles and footwear",3
"Uttar Pradesh","female","Affective/emotional support for non-dependent adult household members",1
"Uttar Pradesh","female","Other activities related to direct unpaid volunteering for other households",1
"Uttar Pradesh","female","Making, processing bricks, concrete slabs, hollow blocks, tiles for own final use",1
"Uttar Pradesh","female","Tending furnace, boiler, fireplace for heating and water supply",1
"Uttar Pradesh","female","Hobbies",7
"Uttar Pradesh","female","Attendance at organized/mass cultural events and shows",2
"Uttar Pradesh","female","Forestry and logging for the market in household enterprises",2
"Uttar Pradesh","male","Other activities related to do-it-yourself decoration, maintenance and repair",4
"Uttar Pradesh","female","Providing paid repair, installation, maintenance and disposal in household enterprises",6
"Uttar Pradesh","female","Employment-related travel",4
"Uttar Pradesh","male","Budgeting, planning, organizing duties and activities in the household",6
"Uttar Pradesh","female","Accompanying non-dependent adult household members",1
"Uttar Pradesh","female","Shopping for/availing of services and related activity",1
"Uttar Pradesh","female","Involvement in civic and related responsibilities",4
"Uttar Pradesh","male","Unpaid volunteer shopping/purchasing goods and services",2
"Uttar Pradesh","female","Meetings and arrangements with schools and child care service providers",9
"Uttar Pradesh","female","Seeking employment",7
"Uttar Pradesh","female","Training and studies in relation to employment",2
"Uttar Pradesh","male","Upkeep of indoor/outdoor plants, hedges, garden, grounds, landscape, etc.",22
"Uttar Pradesh","male","Making, processing bricks, concrete slabs, hollow blocks, tiles for own final use",1
"Uttar Pradesh","female","Culture, leisure, mass-media and sports practices",8
"Uttar Pradesh","male","Other activities related to care for non-dependent adult household members",2
"Uttar Pradesh","male","Fishing for own final use",2
"Uttar Pradesh","female","Setting up a business",1
"Uttar Pradesh","female","Other activities related to community participation",1
"Uttar Pradesh","male","Other activities related to childcare and instruction",4
"Uttar Pradesh","transgender","Talking, conversing, chatting",1
"Uttar Pradesh","transgender","Eating meals/snack",4
"Uttar Pradesh","male","Passive care of dependent adult",1
"Uttar Pradesh","female","Acquiring supplies and disposing of products and other activities related to making and processing goods for own final use",2
"Uttar Pradesh","female","Activities ancillary to employment",3
"Uttar Pradesh","male","Breaks during working time within employment",12
"Uttar Pradesh","male","Attendance at organized/mass cultural events and shows",3
"Uttar Pradesh","male","Instructing, teaching, training, helping children",12
"Uttar Pradesh","male","Unpaid volunteer work on road/building repair, clearing and preparing land, cleaning (streets, markets, etc.), and construction",1
"Uttar Pradesh","male","Unpaid volunteer childcare and instruction",5
"Uttar Pradesh","male","Culture, leisure, mass-media and sports practices",4
"Uttar Pradesh","female","Making, processing of wood and bark products for own final use",4
"Uttar Pradesh","male","Training and studies in relation to employment",3
"Uttar Pradesh","male","Other activities related to care for dependent adults",2
"Uttar Pradesh","male","Setting up a business",7
"Uttar Pradesh","male","Making, processing of wood and bark products for own final use",4
"Uttar Pradesh","female","Unpaid volunteer care for adults",2
"Uttar Pradesh","female","Other activities related to pet care",17
"Uttar Pradesh","male","Mining and quarrying for the market in household enterprises",19
"Uttar Pradesh","female","Other activities related to do-it-yourself decoration, maintenance and repair",17
"Uttar Pradesh","female","Other activities related to receiving personal and health/medical care",8
"Uttar Pradesh","male","Assisting dependent adults with tasks of daily living",10
"Uttar Pradesh","female","Participating in community celebrations of cultural/historic events",9
"Uttar Pradesh","female","Using veterinary care or other pet care services (grooming, stabling, holiday or day care)",4
"Uttar Pradesh","male","Accompanying dependent adults",1
"Uttar Pradesh","male","Unpaid volunteer household maintenance, management, construction, renovation and repair",4
"Uttar Pradesh","male","Accompanying non-dependent adult household members",6
"Uttar Pradesh","male","Meetings and arrangements with schools and child care service providers",1
"Uttar Pradesh","male","Travelling time related to unpaid volunteer, trainee and other unpaid work",10
"Uttar Pradesh","male","Hunting, trapping and production of animal skins for own final use",1
"Uttar Pradesh","female","Other activities related to cultural participation, hobbies, games",4
"Uttar Pradesh","female","Other activities related to attendance at cultural, entertainment and sports events",7
"Uttar Pradesh","male","Other activities related to attendance at cultural, entertainment and sports events",3
"Uttar Pradesh","male","Other sleep and related activities",11
"Uttar Pradesh","female","Other sleep and related activities",14
"Uttar Pradesh","male","Other activities related to receiving personal and health/medical care",8
"Uttar Pradesh","male","Using veterinary care or other pet care services (grooming, stabling, holiday or day care)",2
"Uttar Pradesh","female","Unpaid volunteer preparing/serving meals, cleaning up",2
"Uttar Pradesh","female","Other activities related to care for non-dependent adult household members",13
"Uttar Pradesh","female","Making, processing herbal and medicinal preparations for own final use",2
"Uttar Pradesh","female","Other activities related to unpaid caregiving services for household members ",13
"Uttar Pradesh","male","Attendance at sports events",3
"Uttar Pradesh","male","Ironing/pressing/folding",9
"Uttar Pradesh","female","Upkeep of indoor/outdoor plants, hedges, garden, grounds, landscape, etc.",41
"Uttar Pradesh","female","Other activities related to care for dependent adults",12
"Uttar Pradesh","male","Involvement in civic and related responsibilities",6
"Uttar Pradesh","male","Storing, arranging, preserving food stocks",26
"Uttar Pradesh","female","Reading for leisure",82
"Uttar Pradesh","female","Feeding, cleaning, physical care for non-dependent adult household members including for temporary illness",5
"Uttar Pradesh","transgender","Farming of animals and production of animal products for own final use",1
"Uttar Pradesh","female","Other activities related to socializing and communication",40
"Uttar Pradesh","female","Exercising",42
"Uttar Pradesh","male","Do-it-yourself improvement, maintenance and repair of own dwelling",34
"Uttar Pradesh","male","Forestry and logging for own final use",3
"Uttar Pradesh","male","Installation, servicing and repair of personal and household goods including ICT equipment",7
"Uttar Pradesh","female","Breaks at place of formal education",66
"Uttar Pradesh","male","Affective/emotional support for non-dependent adult household members",1
"Uttar Pradesh","female","Other activities related to personal hygiene and care",242
"Uttar Pradesh","female","Assisting dependent adults with medical care",19
"Uttar Pradesh","male","Other activities related to unpaid caregiving services for household members ",2
"Uttar Pradesh","male","Breaks at place of formal education",71
"Uttar Pradesh","female","Making, processing of products using other materials for own final use",59
"Uttar Pradesh","female","Do-it-yourself improvement, maintenance and repair of own dwelling",101
"Uttar Pradesh","male","Other activities related to socializing and communication",61
"Uttar Pradesh","female","Unpaid volunteer activities in enterprises owned by other households",3
"Uttar Pradesh","male","Unpaid volunteer activities in enterprises owned by other households",7
"Uttar Pradesh","female","Extra-curricular activities",12
"Uttar Pradesh","male","Making, processing food products, beverages and tobacco for own final use",10
"Uttar Pradesh","male","Other activities related to cleaning and upkeep of dwelling and surroundings",71
"Uttar Pradesh","male","Drying textiles and clothing",39
"Uttar Pradesh","male","Aquaculture for the market in household enterprises",1
"Uttar Pradesh","female","Unpaid volunteer shopping/purchasing goods and services",1
"Uttar Pradesh","male","Paying household bills",5
"Uttar Pradesh","female","Reading and writing mail (including email)",3
"Uttar Pradesh","transgender","Storing, arranging, preserving food stocks",1
"Uttar Pradesh","male","Tending furnace, boiler, fireplace for heating and water supply",1
"Uttar Pradesh","male","Other activities related to care of textiles and footwear",1
"Uttar Pradesh","male","Making, processing herbal and medicinal preparations for own final use",1
"Uttar Pradesh","female","Attendance at sports events",1
"Uttar Pradesh","female","Other activities related to formal education",45
"Uttar Pradesh","female","Other activities related to religious practice",114
"Uttar Pradesh","male","Other activities related to religious practice",59
"Uttar Pradesh","male","Other activities related to formal education",79
"Uttar Pradesh","female","Unpaid volunteer childcare and instruction",9
"Uttar Pradesh","male","Reading for leisure",329
"Uttar Pradesh","transgender","Hand/machine-washing",4
"Uttar Pradesh","transgender","Cleaning up after food preparation/meals/snacks",3
"Uttar Pradesh","transgender","Preparing meals/snacks",2
"Uttar Pradesh","female","Listening to radio and audio devices",38
"Uttar Pradesh","female","Travelling, moving, transporting or accompanying goods or persons related to own-use production of goods",145
"Uttar Pradesh","male","Employment-related travel",145
"Uttar Pradesh","male","Hobbies",7
"Uttar Pradesh","male","Other activities related to direct unpaid volunteering for other households",3
"Uttar Pradesh","male","Recycling and disposal of garbage",14
"Uttar Pradesh","male","Other activities related to community- and organizationbased unpaid volunteering",7
"Uttar Pradesh","male","Fishing for the market in household enterprises",15
"Uttar Pradesh","female","Making, processing food products, beverages and tobacco for own final use",85
"Uttar Pradesh","female","Transporting goods and passengers for pay or profit in household enterprises",2
"Uttar Pradesh","female","Making, processing textiles, wearing apparel, leather and related products for own final use",33
"Uttar Pradesh","female","Travelling related to care-giving services for household members",26
"Uttar Pradesh","male","Providing paid domestic services",26
"Uttar Pradesh","female","Gathering firewood and other natural products used as fuel for own final use",69
"Uttar Pradesh","female","Sleeplessness",5
"Uttar Pradesh","male","Sleeplessness",8
"Uttar Pradesh","female","Receiving health/medical care from others",21
"Uttar Pradesh","male","Assisting dependent adults with medical care",9
"Uttar Pradesh","male","Other unpaid domestic services for household members",28
"Uttar Pradesh","female","Passive care of dependent adult",10
"Uttar Pradesh","female","Other activities related to employment in household enterprises to produce goods",36
"Uttar Pradesh","male","Raising animals for the market in household enterprises",228
"Uttar Pradesh","female","Receiving personal care from others",82
"Uttar Pradesh","male","Other activities related to learning",25
"Uttar Pradesh","male","Gathering wild products for own final use",7
"Uttar Pradesh","female","Mending/repairing and care of clothes and shoes; cleaning and polishing shoes",76
"Uttar Pradesh","female","Attendance at parks/gardens",3
"Uttar Pradesh","female","Minding children (passive care)",180
"Uttar Pradesh","male","Vehicle maintenance and repairs",48
"Uttar Pradesh","male","Unpaid trainee work and related activities",4
"Uttar Pradesh","male","Extra-curricular activities",24
"Uttar Pradesh","male","Outdoor cleaning",98
"Uttar Pradesh","female","Accompanying own children",6
"Uttar Pradesh","male","Activities ancillary to employment",23
"Uttar Pradesh","female","Providing paid domestic services",87
"Uttar Pradesh","female","Providing medical care to children",8
"Uttar Pradesh","male","Accompanying own children",12
"Uttar Pradesh","female","Recycling and disposal of garbage",31
"Uttar Pradesh","female","Construction activities for own final use",13
"Uttar Pradesh","male","Other activities related to household management",93
"Uttar Pradesh","male","Minding children (passive care)",45
"Uttar Pradesh","female","Shopping for/purchasing of goods and related activities",86
"Uttar Pradesh","male","Other activities related to cultural participation, hobbies, games",4
"Uttar Pradesh","female","Other activities related to childcare and instruction",30
"Uttar Pradesh","female","Ironing/pressing/folding",48
"Uttar Pradesh","male","Participating in community social functions (music, dance, etc.)",10
"Uttar Pradesh","male","Participating in community celebrations of cultural/historic events",16
"Uttar Pradesh","male","Gathering firewood and other natural products used as fuel for own final use",22
"Uttar Pradesh","female","Vending and trading of goods in household enterprises",163
"Uttar Pradesh","male","Vending and trading of goods in household enterprises",1967
"Uttar Pradesh","male","Commuting",7122
"Uttar Pradesh","male","Growing of crops for the market in household enterprises",4121
"Uttar Pradesh","female","Cleaning up after food preparation/meals/snacks",5656
"Uttar Pradesh","female","Indoor cleaning",3170
"Uttar Pradesh","female","Personal hygiene and care",5739
"Uttar Pradesh","female","Talking, conversing, chatting",5049
"Uttar Pradesh","male","Travelling time related to learning",2229
"Uttar Pradesh","male","School/university attendance",5178
"Uttar Pradesh","male","Eating meals/snack",10353
"Uttar Pradesh","female","Hand/machine-washing",6289
"Uttar Pradesh","male","Personal hygiene and care",4524
"Uttar Pradesh","male","Other activities related to employment in household enterprises to produce goods",240
"Uttar Pradesh","female","Private prayer, meditation and other spiritual activities",1638
"Uttar Pradesh","female","Preparing meals/snacks",4925
"Uttar Pradesh","male","Farming of animals and production of animal products for own final use",383
"Uttar Pradesh","male","Watching/listening to television and video",2077
"Uttar Pradesh","female","Watching/listening to television and video",2126
"Uttar Pradesh","male","Talking, conversing, chatting",4265
"Uttar Pradesh","male","Listening to radio and audio devices",74
"Uttar Pradesh","male","Making and processing goods for the market in household enterprises",1299
"Uttar Pradesh","female","Eating meals/snack",12884
"Uttar Pradesh","female","Commuting",711
"Uttar Pradesh","female","Making and processing goods for the market in household enterprises",171
"Uttar Pradesh","male","Socializing/getting together/gathering activities",1233
"Uttar Pradesh","male","Construction activities for the market in household enterprises",2505
"Uttar Pradesh","female","Caring for children including feeding, cleaning, physical care",5190
"Uttar Pradesh","female","Farming of animals and production of animal products for own final use",559
"Uttar Pradesh","male","Travelling time related to socializing and communication, community participation and religious practice",240
"Uttar Pradesh","male","Other activities related to employment in household enterprises providing services",785
"Uttar Pradesh","male","Providing paid business and professional services in household enterprises",509
"Uttar Pradesh","female","Raising animals for the market in household enterprises",408
"Uttar Pradesh","female","Night sleep/essential sleep",159
"Uttar Pradesh","female","Unpaid trainee work and related activities",3
"Uttar Pradesh","female","Growing of crops for the market in household enterprises",692
"Uttar Pradesh","female","Activities associated with reflecting, resting, relaxing",4597
"Uttar Pradesh","female","School/university attendance",4624
"Uttar Pradesh","male","Activities associated with reflecting, resting, relaxing",2179
"Uttar Pradesh","female","Growing crops and kitchen gardening, for own final use",559
"Uttar Pradesh","female","Outdoor cleaning",680
"Uttar Pradesh","male","Caring for children including feeding, cleaning, physical care",318
"Uttar Pradesh","male","Serving meals/snacks",30
"Uttar Pradesh","male","Employment in corporations, government and non-profit institutions",1558
"Uttar Pradesh","female","Serving meals/snacks",2911
"Uttar Pradesh","female","Employment in corporations, government and non-profit institutions",371
"Uttar Pradesh","male","Transporting goods and passengers for pay or profit in household enterprises",732
"Uttar Pradesh","female","Travelling time related to learning",1984
"Uttar Pradesh","female","Playing games and other pastime activities",905
"Uttar Pradesh","male","Private prayer, meditation and other spiritual activities",701
"Uttar Pradesh","female","Participating in community social functions (music, dance, etc.)",20
"Uttar Pradesh","female","Socializing/getting together/gathering activities",1099
"Uttar Pradesh","male","Playing games and other pastime activities",1593
"Uttar Pradesh","male","Providing paid personal care services in household enterprises",180
"Uttar Pradesh","male","Travelling, moving, transporting or accompanying goods or persons related to own-use production of goods",362
"Uttar Pradesh","male","Growing crops and kitchen gardening, for own final use",1067
"Uttar Pradesh","male","Night sleep/essential sleep",293
"Uttar Pradesh","male","Forestry and logging for the market in household enterprises",25
"Uttar Pradesh","male","Other activities related to mass media use",208
"Uttar Pradesh","female","Self-study for distance education course work (video, audio, online)",79
"Uttar Pradesh","female","Participating in collective religious practice",60
"Uttar Pradesh","female","Providing paid business and professional services in household enterprises",66
"Uttar Pradesh","male","Attendance at parks/gardens",3
"Uttar Pradesh","male","Additional study, non-formal education and courses",201
"Uttar Pradesh","male","Other activities related to culture, leisure, mass-media and sports practices",68
"Uttar Pradesh","male","Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household members",254
"Uttar Pradesh","male","Shopping for/purchasing of goods and related activities",339
"Uttar Pradesh","male","Other activities related to personal hygiene and care",242
"Uttar Pradesh","male","Participating in community rites/events (non-religious) of weddings, funerals, births and similar rites-ofpassage",25
"Uttar Pradesh","female","Travelling time related to socializing and communication, community participation and religious practice",187
"Uttar Pradesh","female","Participating in community rites/events (non-religious) of weddings, funerals, births and similar rites-ofpassage",31
"Uttar Pradesh","male","Cleaning up after food preparation/meals/snacks",92
"Uttar Pradesh","female","Providing paid personal care services in household enterprises",30
"Uttar Pradesh","female","Homework, being tutored, course review, research and activities related to formal education",541
"Uttar Pradesh","male","Providing paid repair, installation, maintenance and disposal in household enterprises",499
"Uttar Pradesh","male","Seeking employment",103
"Uttar Pradesh","female","Other unpaid domestic services for household members",110
"Uttar Pradesh","female","Daily pet care",56
"Uttar Pradesh","male","Drinking other than with meal or snack",545
"Uttar Pradesh","male","Playing and sports with children",224
"Uttar Pradesh","female","Playing and sports with children",243
"Uttar Pradesh","female","Drinking other than with meal or snack",485
"Uttar Pradesh","female","Other self-care and maintenance activities",303
"Uttar Pradesh","female","Other activities related to food and meals management and preparation",545
"Uttar Pradesh","female","Instructing, teaching, training, helping children",44
"Uttar Pradesh","female","Other activities related to household management",508
"Uttar Pradesh","female","Additional study, non-formal education and courses",108
"Uttar Pradesh","male","Homework, being tutored, course review, research and activities related to formal education",636
"Uttar Pradesh","male","Participating in sports",52
"Uttar Pradesh","male","Other self-care and maintenance activities",257
"Uttar Pradesh","male","Other activities related to pet care",14
"Uttar Pradesh","male","Daily pet care",41
"Uttar Pradesh","female","Other activities related to culture, leisure, mass-media and sports practices",60
"Uttar Pradesh","male","Self-study for distance education course work (video, audio, online)",108
"Uttar Pradesh","male","Exercising",142
"Uttar Pradesh","female","Travelling time related to unpaid volunteer, trainee and other unpaid work",6
"Uttar Pradesh","male","Providing medical care to children",5
"Uttar Pradesh","male","Travelling related to care-giving services for household members",34
"Uttar Pradesh","female","Travelling time related to self-care and maintenance activities",34
"Uttar Pradesh","male","Travelling time related to self-care and maintenance activities",75
"Uttar Pradesh","male","Receiving health/medical care from others",46
"Uttar Pradesh","male","Preparing meals/snacks",234
"Uttar Pradesh","male","Indoor cleaning",87
"Uttar Pradesh","male","Other activities related to food and meals management and preparation",18
"Uttar Pradesh","female","Fetching water from natural and other sources for own final use",163
"Uttar Pradesh","male","Hand/machine-washing",211
"Uttar Pradesh","female","Travelling time related to culture, leisure, mass-media and sports practices",7
"Uttar Pradesh","female","Participating in sports",9
"Uttar Pradesh","male","Travelling time related to culture, leisure, mass-media and sports practices",34
"Uttar Pradesh","female","Other activities related to mass media use",95
"Uttar Pradesh","female","Health/medical care to oneself",55
"Uttar Pradesh","female","Other activities related to employment in household enterprises providing services",118
"Uttar Pradesh","male","Receiving personal care from others",105
"Uttar Pradesh","male","Fetching water from natural and other sources for own final use",48
"Uttar Pradesh","female","Talking with and reading to children",49
"Uttar Pradesh","male","Participating in collective religious practice",45
"Uttar Pradesh","male","Construction activities for own final use",57
"Uttar Pradesh","female","Assisting dependent adults with tasks of daily living",38
"Uttar Pradesh","male","Talking with and reading to children",39
"Uttar Pradesh","female","Storing, arranging, preserving food stocks",252
"Uttar Pradesh","male","Mending/repairing and care of clothes and shoes; cleaning and polishing shoes",16
"Uttar Pradesh","female","Drying textiles and clothing",1249
"Uttar Pradesh","female","Unpaid volunteer household maintenance, management, construction, renovation and repair",1
"Uttar Pradesh","female","Other activities related to learning",26
"Uttar Pradesh","female","Construction activities for the market in household enterprises",42
"Uttar Pradesh","male","Health/medical care to oneself",49
"Uttar Pradesh","male","Shopping for/availing of services and related activity",12
"Uttar Pradesh","female","Other activities related to cleaning and upkeep of dwelling and surroundings",233
"Uttar Pradesh","female","Gathering wild products for own final use",18
"Uttarakhand","female","Providing paid domestic services",9
"Uttarakhand","male","Other activities related to care for dependent adults",1
"Uttarakhand","male","Participating in collective religious practice",1
"Uttarakhand","male","Other activities related to learning",3
"Uttarakhand","male","Receiving health/medical care from others",1
"Uttarakhand","female","Breaks during working time within employment",1
"Uttarakhand","male","Ironing/pressing/folding",3
"Uttarakhand","female","Unpaid volunteer preparing/serving meals, cleaning up",1
"Uttarakhand","male","Participating in sports",1
"Uttarakhand","female","Other activities related to culture, leisure, mass-media and sports practices",1
"Uttarakhand","male","Unpaid volunteer care for adults",1
"Uttarakhand","female","Daily pet care",3
"Uttarakhand","male","Playing games and other pastime activities",83
"Uttarakhand","male","Shopping for/purchasing of goods and related activities",69
"Uttarakhand","male","Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household members",98
"Uttarakhand","male","Farming of animals and production of animal products for own final use",54
"Uttarakhand","female","Homework, being tutored, course review, research and activities related to formal education",61
"Uttarakhand","female","Playing games and other pastime activities",42
"Uttarakhand","female","Listening to radio and audio devices",45
"Uttarakhand","female","Growing crops and kitchen gardening, for own final use",124
"Uttarakhand","male","Talking, conversing, chatting",826
"Uttarakhand","male","Eating meals/snack",931
"Uttarakhand","female","Drinking other than with meal or snack",73
"Uttarakhand","female","Travelling time related to socializing and communication, community participation and religious practice",25
"Uttarakhand","male","Transporting goods and passengers for pay or profit in household enterprises",40
"Uttarakhand","male","Commuting",649
"Uttarakhand","male","Setting up a business",1
"Uttarakhand","female","Seeking employment",2
"Uttarakhand","male","Providing paid personal care services in household enterprises",12
"Uttarakhand","male","Providing medical care to children",1
"Uttarakhand","male","Mining and quarrying for the market in household enterprises",4
"Uttarakhand","female","Making and processing goods for the market in household enterprises",3
"Uttarakhand","male","Other activities related to socializing and communication",1
"Uttarakhand","female","Other activities related to care of textiles and footwear",1
"Uttarakhand","male","Other activities related to care of textiles and footwear",1
"Uttarakhand","male","Other activities related to do-it-yourself decoration, maintenance and repair",1
"Uttarakhand","female","Travelling time related to self-care and maintenance activities",5
"Uttarakhand","female","Other activities related to cleaning and upkeep of dwelling and surroundings",4
"Uttarakhand","male","Other activities related to childcare and instruction",1
"Uttarakhand","female","Other activities related to employment in household enterprises providing services",5
"Uttarakhand","male","Other activities related to employment in household enterprises to produce goods",5
"Uttarakhand","female","Vending and trading of goods in household enterprises",16
"Uttarakhand","male","Drying textiles and clothing",2
"Uttarakhand","female","Other activities related to childcare and instruction",1
"Uttarakhand","female","Self-study for distance education course work (video, audio, online)",5
"Uttarakhand","male","Reading and writing mail (including email)",1
"Uttarakhand","male","Other activities related to pet care",1
"Uttarakhand","female","Ironing/pressing/folding",2
"Uttarakhand","female","Farming of animals and production of animal products for own final use",80
"Uttarakhand","female","Caring for children including feeding, cleaning, physical care",276
"Uttarakhand","female","Personal hygiene and care",237
"Uttarakhand","male","Socializing/getting together/gathering activities",151
"Uttarakhand","male","Watching/listening to television and video",326
"Uttarakhand","male","Drinking other than with meal or snack",76
"Uttarakhand","male","Travelling time related to socializing and communication, community participation and religious practice",32
"Uttarakhand","female","Activities associated with reflecting, resting, relaxing",620
"Uttarakhand","female","Outdoor cleaning",175
"Uttarakhand","female","Indoor cleaning",283
"Uttarakhand","male","Personal hygiene and care",334
"Uttarakhand","transgender","Personal hygiene and care",1
"Uttarakhand","female","Hand/machine-washing",391
"Uttarakhand","female","Playing and sports with children",26
"Uttarakhand","female","Cleaning up after food preparation/meals/snacks",751
"Uttarakhand","female","Talking, conversing, chatting",945
"Uttarakhand","female","Eating meals/snack",1153
"Uttarakhand","male","Growing of crops for the market in household enterprises",95
"Uttarakhand","transgender","Eating meals/snack",1
"Uttarakhand","transgender","Talking, conversing, chatting",1
"Uttarakhand","transgender","Cleaning up after food preparation/meals/snacks",1
"Uttarakhand","female","Receiving health/medical care from others",1
"Uttarakhand","female","Shopping for/purchasing of goods and related activities",24
"Uttarakhand","female","Commuting",94
"Uttarakhand","female","Growing of crops for the market in household enterprises",19
"Uttarakhand","female","Preparing meals/snacks",299
"Uttarakhand","male","Listening to radio and audio devices",62
"Uttarakhand","female","Travelling, moving, transporting or accompanying goods or persons related to own-use production of goods",97
"Uttarakhand","male","Activities associated with reflecting, resting, relaxing",319
"Uttarakhand","female","Serving meals/snacks",188
"Uttarakhand","female","Gathering firewood and other natural products used as fuel for own final use",58
"Uttarakhand","male","Travelling, moving, transporting or accompanying goods or persons related to own-use production of goods",45
"Uttarakhand","female","Watching/listening to television and video",360
"Uttarakhand","male","School/university attendance",353
"Uttarakhand","female","Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household members",40
"Uttarakhand","female","School/university attendance",325
"Uttarakhand","male","Employment in corporations, government and non-profit institutions",406
"Uttarakhand","male","Providing paid business and professional services in household enterprises",54
"Uttarakhand","male","Caring for children including feeding, cleaning, physical care",32
"Uttarakhand","transgender","Indoor cleaning",1
"Uttarakhand","male","Do-it-yourself improvement, maintenance and repair of own dwelling",1
"Uttarakhand","male","Activities ancillary to employment",1
"Uttarakhand","male","Other activities related to culture, leisure, mass-media and sports practices",1
"Uttarakhand","male","Making, processing food products, beverages and tobacco for own final use",1
"Uttarakhand","male","Recycling and disposal of garbage",1
"Uttarakhand","female","Exercising",7
"Uttarakhand","female","Passive care of dependent adult",1
"Uttarakhand","female","Travelling time related to culture, leisure, mass-media and sports practices",3
"Uttarakhand","female","Participating in community rites/events (non-religious) of weddings, funerals, births and similar rites-ofpassage",3
"Uttarakhand","female","Making, processing food products, beverages and tobacco for own final use",2
"Uttarakhand","female","Reading for leisure",5
"Uttarakhand","female","Accompanying own children",1
"Uttarakhand","female","Making, processing textiles, wearing apparel, leather and related products for own final use",1
"Uttarakhand","transgender","Watching/listening to television and video",1
"Uttarakhand","female","Sleeplessness",2
"Uttarakhand","male","Talking with and reading to children",1
"Uttarakhand","male","Playing and sports with children",23
"Uttarakhand","male","Construction activities for the market in household enterprises",99
"Uttarakhand","female","Employment-related travel",2
"Uttarakhand","female","Employment in corporations, government and non-profit institutions",71
"Uttarakhand","male","Travelling time related to learning",177
"Uttarakhand","female","Travelling time related to learning",182
"Uttarakhand","male","Other activities related to religious practice",4
"Uttarakhand","male","Cleaning up after food preparation/meals/snacks",32
"Uttarakhand","male","Gathering firewood and other natural products used as fuel for own final use",21
"Uttarakhand","female","Other activities related to formal education",65
"Uttarakhand","male","Homework, being tutored, course review, research and activities related to formal education",50
"Uttarakhand","male","Providing paid domestic services",2
"Uttarakhand","female","Other activities related to religious practice",3
"Uttarakhand","male","Storing, arranging, preserving food stocks",1
"Uttarakhand","female","Other activities related to receiving personal and health/medical care",1
"Uttarakhand","female","Setting up a business",1
"Uttarakhand","female","Upkeep of indoor/outdoor plants, hedges, garden, grounds, landscape, etc.",4
"Uttarakhand","male","Passive care of dependent adult",2
"Uttarakhand","male","Travelling time related to culture, leisure, mass-media and sports practices",6
"Uttarakhand","female","Providing paid personal care services in household enterprises",1
"Uttarakhand","female","Other unpaid domestic services for household members",2
"Uttarakhand","male","Other activities related to mass media use",9
"Uttarakhand","male","Other activities related to community- and organizationbased unpaid volunteering",2
"Uttarakhand","female","Socializing/getting together/gathering activities",118
"Uttarakhand","male","Providing paid repair, installation, maintenance and disposal in household enterprises",28
"Uttarakhand","female","Unpaid volunteer childcare and instruction",2
"Uttarakhand","male","Vending and trading of goods in household enterprises",171
"Uttarakhand","female","Unpaid volunteer activities in enterprises owned by other households",1
"Uttarakhand","female","Private prayer, meditation and other spiritual activities",157
"Uttarakhand","male","Construction activities for own final use",3
"Uttarakhand","female","Construction activities for own final use",2
"Uttarakhand","male","Reading for leisure",49
"Uttarakhand","male","Preparing meals/snacks",51
"Uttarakhand","male","Indoor cleaning",19
"Uttarakhand","male","Growing crops and kitchen gardening, for own final use",76
"Uttarakhand","male","Outdoor cleaning",12
"Uttarakhand","male","Hand/machine-washing",9
"Uttarakhand","female","Drying textiles and clothing",64
"Uttarakhand","male","Travelling time related to unpaid volunteer, trainee and other unpaid work",1
"Uttarakhand","male","Raising animals for the market in household enterprises",8
"Uttarakhand","female","Construction activities for the market in household enterprises",3
"Uttarakhand","male","Health/medical care to oneself",2
"Uttarakhand","female","Raising animals for the market in household enterprises",16
"Uttarakhand","female","Other activities related to employment in household enterprises to produce goods",2
"Uttarakhand","male","Making and processing goods for the market in household enterprises",41
"Uttarakhand","female","Forestry and logging for own final use",26
"Uttarakhand","male","Private prayer, meditation and other spiritual activities",88
"Uttarakhand","male","Incidental sleep/naps",7
"Uttarakhand","male","Self-study for distance education course work (video, audio, online)",8
"Uttarakhand","male","Forestry and logging for own final use",4
"Uttarakhand","male","Serving meals/snacks",3
"Uttarakhand","male","Sleeplessness",3
"Uttarakhand","male","Night sleep/essential sleep",57
